ID,PartySubTypeID,DistinctPartyRef
7178,4,7178
7179,4,7179
7180,4,7180
7181,4,7181
7182,4,7182
7183,4,7183
7184,4,7184
7185,4,7185
7186,4,7186
7187,4,7187
7188,4,7188
7189,4,7189
7190,4,7190
7191,4,7191
7192,4,7192
7193,4,7193
7194,4,7194
7195,4,7195
7196,4,7196
7197,4,7197
7198,4,7198
7199,3,7199
7200,3,7200
7201,3,7201
7203,4,7203
7204,4,7204
7205,4,7205
7207,4,7207
7208,4,7208
7209,4,7209
7210,4,7210
7211,4,7211
7212,4,7212
7213,4,7213
7214,4,7214
7215,4,7215
7216,4,7216
7217,4,7217
7219,3,7219
7220,4,7220
7221,4,7221
7222,4,7222
7223,4,7223
7224,4,7224
7226,4,7226
7227,3,7227
7228,3,7228
7234,3,7234
7235,4,7235
7251,4,7251
7252,4,7252
7253,4,7253
7254,4,7254
7255,4,7255
7256,4,7256
7257,4,7257
7258,4,7258
7259,4,7259
7260,4,7260
7261,4,7261
7262,3,7262
7263,4,7263
7264,4,7264
7265,4,7265
7266,4,7266
7267,4,7267
7268,3,7268
7269,3,7269
7270,3,7270
7280,3,7280
7281,4,7281
7282,4,7282
7283,3,7283
7284,3,7284
7285,3,7285
7286,3,7286
7287,3,7287
7288,3,7288
7289,3,7289
7290,3,7290
7291,3,7291
7292,3,7292
7293,3,7293
7294,3,7294
7295,3,7295
7302,4,7302
7303,4,7303
7304,4,7304
7308,4,7308
7311,4,7311
7313,4,7313
7314,4,7314
7316,4,7316
7317,4,7317
7318,4,7318
7319,4,7319
7320,4,7320
7321,3,7321
7322,3,7322
7323,3,7323
7324,3,7324
7325,3,7325
7326,4,7326
7328,4,7328
7329,4,7329
7330,3,7330
7331,3,7331
7471,4,7471
7472,3,7472
7473,3,7473
7474,3,7474
7475,3,7475
7489,4,7489
7513,4,7513
7522,4,7522
7574,4,7574
7576,3,7576
7579,3,7579
7580,3,7580
7581,3,7581
7583,3,7583
7584,3,7584
7585,3,7585
7589,3,7589
7590,3,7590
7593,3,7593
7595,3,7595
7598,3,7598
7600,3,7600
7618,4,7618
7631,3,7631
7637,3,7637
7638,3,7638
7639,3,7639
7640,3,7640
7641,3,7641
7642,3,7642
7643,3,7643
7644,3,7644
7645,3,7645
7647,4,7647
7648,4,7648
7649,3,7649
7650,4,7650
7651,3,7651
7653,4,7653
7655,4,7655
7656,4,7656
7657,4,7657
7658,3,7658
7659,4,7659
7660,4,7660
7661,4,7661
7662,4,7662
7664,4,7664
7665,4,7665
7666,4,7666
7668,4,7668
7669,4,7669
7670,4,7670
7671,3,7671
7672,4,7672
7673,4,7673
7674,4,7674
7677,4,7677
7678,4,7678
7679,3,7679
7680,4,7680
7681,4,7681
7682,4,7682
7683,4,7683
7686,4,7686
7687,4,7687
7688,4,7688
7689,4,7689
7691,4,7691
7692,4,7692
7693,4,7693
7695,4,7695
7696,4,7696
7697,4,7697
7698,4,7698
7699,4,7699
7700,4,7700
7701,4,7701
7704,4,7704
7705,4,7705
7706,4,7706
7707,4,7707
7708,4,7708
7709,4,7709
7710,4,7710
7712,4,7712
7713,4,7713
7714,4,7714
7715,4,7715
7716,4,7716
7717,4,7717
7718,4,7718
7720,3,7720
7721,4,7721
7723,4,7723
7724,4,7724
7725,4,7725
7726,4,7726
7727,4,7727
7728,3,7728
7729,4,7729
7731,4,7731
7732,4,7732
7733,4,7733
7734,4,7734
7735,4,7735
7736,4,7736
7737,4,7737
7738,4,7738
7739,4,7739
7740,4,7740
7741,4,7741
7742,4,7742
7743,4,7743
7744,4,7744
7745,4,7745
7746,4,7746
7749,4,7749
7751,4,7751
7752,4,7752
7753,4,7753
7754,3,7754
7755,3,7755
7756,3,7756
7757,4,7757
7760,4,7760
7761,4,7761
7762,4,7762
7765,4,7765
7766,4,7766
7767,4,7767
7768,4,7768
7769,3,7769
7770,4,7770
7771,3,7771
7772,4,7772
7774,3,7774
7775,4,7775
7776,4,7776
7777,4,7777
7778,4,7778
7779,4,7779
7780,4,7780
7782,4,7782
7783,4,7783
7784,4,7784
7785,4,7785
7786,4,7786
7787,4,7787
7788,4,7788
7789,4,7789
7790,4,7790
7791,4,7791
7792,4,7792
7793,4,7793
7794,4,7794
7795,4,7795
7796,4,7796
7797,4,7797
7798,4,7798
7800,4,7800
7801,4,7801
7802,4,7802
7803,4,7803
7804,4,7804
7807,4,7807
7808,4,7808
7809,4,7809
7810,4,7810
7811,4,7811
7812,4,7812
7813,4,7813
7814,4,7814
7815,4,7815
7817,4,7817
7818,4,7818
7819,4,7819
7820,4,7820
7821,4,7821
7822,4,7822
7825,3,7825
7826,4,7826
7827,4,7827
7828,4,7828
7829,4,7829
7830,4,7830
7831,4,7831
7832,4,7832
7833,4,7833
7834,4,7834
7835,4,7835
7836,4,7836
7837,4,7837
7838,4,7838
7839,4,7839
7840,4,7840
7841,4,7841
7842,4,7842
7843,4,7843
7844,4,7844
7845,4,7845
7846,4,7846
7847,4,7847
7848,4,7848
7849,4,7849
7850,4,7850
7851,4,7851
7852,4,7852
7853,4,7853
7854,4,7854
7855,4,7855
7856,4,7856
7857,4,7857
7858,4,7858
7859,4,7859
7860,4,7860
7861,4,7861
7862,4,7862
7863,4,7863
7864,4,7864
7865,4,7865
7866,4,7866
7867,4,7867
7868,4,7868
7869,4,7869
7870,4,7870
7871,4,7871
7872,4,7872
7873,4,7873
7874,4,7874
7875,4,7875
7876,4,7876
7877,4,7877
7878,4,7878
7879,4,7879
7880,4,7880
7881,4,7881
7882,4,7882
7883,4,7883
7884,4,7884
7885,4,7885
7886,4,7886
7887,4,7887
7888,4,7888
7889,4,7889
7890,4,7890
7891,4,7891
7892,4,7892
7893,4,7893
7894,4,7894
7895,4,7895
7896,4,7896
7897,4,7897
7898,4,7898
7899,4,7899
7911,3,7911
7912,4,7912
7913,4,7913
7914,4,7914
7915,4,7915
7916,3,7916
7917,3,7917
7918,3,7918
7919,3,7919
7921,4,7921
7923,4,7923
7924,4,7924
7925,4,7925
7927,4,7927
7928,4,7928
7929,4,7929
7932,4,7932
7933,4,7933
7934,4,7934
7935,4,7935
7936,4,7936
7938,4,7938
7939,4,7939
7940,4,7940
7942,4,7942
7944,4,7944
7945,4,7945
7946,3,7946
8083,3,8083
8084,4,8084
8085,3,8085
8086,4,8086
8087,4,8087
8090,4,8090
8091,4,8091
8092,4,8092
8093,4,8093
8094,4,8094
8095,4,8095
8096,4,8096
8098,4,8098
8099,4,8099
8100,4,8100
8101,4,8101
8102,4,8102
8103,4,8103
8104,4,8104
8105,4,8105
8106,4,8106
8107,3,8107
8108,3,8108
8109,3,8109
8110,3,8110
8111,4,8111
8112,4,8112
8113,4,8113
8114,4,8114
8115,4,8115
8116,4,8116
8117,4,8117
8118,4,8118
8119,4,8119
8120,4,8120
8122,4,8122
8123,4,8123
8124,3,8124
8125,3,8125
8126,3,8126
8127,3,8127
8128,3,8128
8129,3,8129
8131,3,8131
8132,3,8132
8133,3,8133
8134,3,8134
8138,4,8138
8139,4,8139
8140,4,8140
8144,4,8144
8147,4,8147
8149,4,8149
8150,4,8150
8151,4,8151
8153,4,8153
8154,4,8154
8155,4,8155
8156,4,8156
8158,4,8158
8159,4,8159
8163,4,8163
8175,4,8175
8183,4,8183
8184,4,8184
8185,4,8185
8186,4,8186
8187,4,8187
8188,4,8188
8189,4,8189
8190,4,8190
8191,4,8191
8192,4,8192
8193,4,8193
8194,4,8194
8195,4,8195
8196,4,8196
8197,4,8197
8198,4,8198
8199,3,8199
8200,4,8200
8202,4,8202
8203,4,8203
8204,4,8204
8205,4,8205
8207,4,8207
8208,4,8208
8209,4,8209
8210,3,8210
8211,3,8211
8212,3,8212
8213,3,8213
8214,3,8214
8215,4,8215
8216,4,8216
8217,4,8217
8218,4,8218
8219,4,8219
8220,4,8220
8221,4,8221
8222,4,8222
8223,3,8223
8224,3,8224
8225,3,8225
8227,4,8227
8228,4,8228
8230,4,8230
8231,4,8231
8234,4,8234
8235,4,8235
8236,3,8236
8237,3,8237
8239,4,8239
8240,4,8240
8241,4,8241
8242,4,8242
8243,4,8243
8244,3,8244
8245,3,8245
8247,3,8247
8248,4,8248
8250,3,8250
8251,4,8251
8252,4,8252
8253,4,8253
8254,3,8254
8255,3,8255
8256,3,8256
8258,3,8258
8259,3,8259
8260,3,8260
8261,3,8261
8262,3,8262
8263,4,8263
8264,4,8264
8265,4,8265
8266,3,8266
8267,3,8267
8269,4,8269
8271,4,8271
8272,4,8272
8273,4,8273
8275,4,8275
8276,4,8276
8277,4,8277
8279,4,8279
8294,4,8294
8306,3,8306
8307,4,8307
8309,3,8309
8310,3,8310
8311,4,8311
8312,4,8312
8313,4,8313
8314,3,8314
8315,4,8315
8316,4,8316
8317,4,8317
8318,4,8318
8319,4,8319
8320,4,8320
8323,4,8323
8326,4,8326
8327,4,8327
8329,4,8329
8330,4,8330
8331,4,8331
8332,4,8332
8333,4,8333
8334,4,8334
8335,4,8335
8336,4,8336
8337,4,8337
8339,4,8339
8340,3,8340
8341,3,8341
8342,3,8342
8345,3,8345
8346,3,8346
8347,3,8347
8348,4,8348
8349,4,8349
8350,4,8350
8351,3,8351
8352,3,8352
8354,3,8354
8357,4,8357
8359,3,8359
8360,3,8360
8364,3,8364
8365,4,8365
8366,3,8366
8367,4,8367
8368,3,8368
8369,4,8369
8370,3,8370
8371,3,8371
8372,3,8372
8373,3,8373
8374,3,8374
8375,3,8375
8376,3,8376
8377,3,8377
8378,4,8378
8379,4,8379
8380,4,8380
8382,4,8382
8383,3,8383
8384,4,8384
8385,4,8385
8387,3,8387
8388,4,8388
8389,4,8389
8390,4,8390
8392,4,8392
8393,3,8393
8394,3,8394
8395,3,8395
8396,3,8396
8397,3,8397
8399,4,8399
8401,4,8401
8403,3,8403
8404,3,8404
8405,3,8405
8406,4,8406
8407,3,8407
8408,3,8408
8409,3,8409
8411,3,8411
8412,3,8412
8413,4,8413
8414,4,8414
8415,3,8415
8416,3,8416
8418,4,8418
8419,4,8419
8420,3,8420
8422,3,8422
8591,4,8591
8592,3,8592
8593,3,8593
8594,4,8594
8595,4,8595
8596,4,8596
8597,4,8597
8598,4,8598
8599,4,8599
8600,4,8600
8730,3,8730
8731,3,8731
8732,3,8732
8733,3,8733
8734,3,8734
8735,3,8735
8736,3,8736
8737,3,8737
8738,3,8738
8739,3,8739
8740,3,8740
8741,3,8741
8742,3,8742
8743,3,8743
8744,3,8744
8745,4,8745
8746,4,8746
8750,4,8750
8759,3,8759
8761,3,8761
8800,4,8800
8801,4,8801
8802,4,8802
8803,4,8803
8804,4,8804
8805,4,8805
8807,4,8807
8808,4,8808
8809,4,8809
8811,3,8811
8812,3,8812
8813,3,8813
8815,4,8815
8816,4,8816
8818,4,8818
8819,4,8819
8859,3,8859
8860,4,8860
8863,3,8863
8864,3,8864
8865,3,8865
8866,3,8866
8867,4,8867
8868,4,8868
8881,4,8881
8882,3,8882
8883,4,8883
8884,4,8884
8885,4,8885
8886,4,8886
9329,4,9329
9330,4,9330
9331,4,9331
9332,4,9332
9333,3,9333
9334,3,9334
9335,4,9335
9337,3,9337
9338,4,9338
9339,4,9339
9340,4,9340
9341,4,9341
9342,4,9342
9343,4,9343
9344,4,9344
9345,3,9345
9346,3,9346
9347,3,9347
9348,3,9348
9349,3,9349
9350,3,9350
9352,3,9352
9353,4,9353
9354,4,9354
9356,4,9356
9357,4,9357
9358,4,9358
9385,3,9385
9386,3,9386
9387,3,9387
9388,4,9388
9390,4,9390
9391,4,9391
9392,4,9392
9393,4,9393
9394,4,9394
9395,4,9395
9396,4,9396
9397,4,9397
9398,4,9398
9399,4,9399
9400,3,9400
9401,3,9401
9402,3,9402
9403,3,9403
9404,3,9404
9405,3,9405
9406,3,9406
9407,3,9407
9408,3,9408
9410,4,9410
9411,4,9411
9412,4,9412
9414,4,9414
9415,4,9415
9443,4,9443
9451,4,9451
9480,4,9480
9483,4,9483
9484,4,9484
9485,4,9485
9486,4,9486
9519,3,9519
9520,3,9520
9521,3,9521
9523,3,9523
9524,3,9524
9525,3,9525
9526,3,9526
9527,3,9527
9528,4,9528
9529,4,9529
9530,4,9530
9531,4,9531
9532,4,9532
9533,4,9533
9534,4,9534
9535,4,9535
9536,4,9536
9537,4,9537
9538,4,9538
9539,3,9539
9540,3,9540
9541,3,9541
9542,3,9542
9543,3,9543
9544,3,9544
9545,3,9545
9546,3,9546
9547,3,9547
9548,3,9548
9549,3,9549
9550,3,9550
9551,3,9551
9552,3,9552
9553,3,9553
9554,3,9554
9559,4,9559
9562,4,9562
9563,4,9563
9564,4,9564
9566,4,9566
9567,4,9567
9568,4,9568
9570,3,9570
9571,3,9571
9572,3,9572
9583,4,9583
9584,4,9584
9585,4,9585
9586,4,9586
9587,4,9587
9588,4,9588
9589,4,9589
9591,4,9591
9593,4,9593
9595,4,9595
9596,4,9596
9597,4,9597
9598,4,9598
9599,4,9599
9600,3,9600
9601,3,9601
9602,3,9602
9603,3,9603
9608,4,9608
9609,3,9609
9610,3,9610
9611,3,9611
9613,4,9613
9614,4,9614
9615,4,9615
9616,4,9616
9617,4,9617
9618,3,9618
9619,4,9619
9620,4,9620
9621,4,9621
9647,4,9647
9659,4,9659
9749,3,9749
9750,3,9750
9753,3,9753
9754,4,9754
9756,3,9756
9757,4,9757
9758,4,9758
9759,3,9759
9760,4,9760
9761,4,9761
9762,4,9762
9763,3,9763
9764,3,9764
9766,4,9766
9768,4,9768
9769,4,9769
9770,4,9770
9771,4,9771
9797,4,9797
9898,4,9898
9932,4,9932
9935,4,9935
9936,3,9936
9941,4,9941
9947,3,9947
9948,3,9948
9949,3,9949
9964,3,9964
9965,3,9965
9966,4,9966
9971,3,9971
9972,3,9972
9973,3,9973
9974,3,9974
9975,3,9975
9976,4,9976
9978,4,9978
9979,4,9979
9982,4,9982
9983,4,9983
9990,4,9990
9991,4,9991
9992,4,9992
9993,4,9993
9994,4,9994
9995,4,9995
9996,4,9996
9999,4,9999
10000,4,10000
10001,3,10001
10002,3,10002
10003,3,10003
10004,3,10004
10005,3,10005
10007,4,10007
10009,4,10009
10010,4,10010
10011,4,10011
10012,3,10012
10030,4,10030
10033,4,10033
10034,4,10034
10035,4,10035
10036,4,10036
10042,4,10042
10043,4,10043
10044,4,10044
10045,4,10045
10046,3,10046
10047,4,10047
10048,4,10048
10049,4,10049
10050,4,10050
10051,4,10051
10052,3,10052
10053,3,10053
10114,4,10114
10116,3,10116
10117,3,10117
10118,3,10118
10119,4,10119
10122,3,10122
10128,3,10128
10129,3,10129
10130,3,10130
10131,4,10131
10132,4,10132
10133,3,10133
10136,4,10136
10137,4,10137
10138,4,10138
10139,4,10139
10140,4,10140
10142,4,10142
10143,3,10143
10144,3,10144
10145,3,10145
10146,3,10146
10148,4,10148
10153,3,10153
10154,4,10154
10155,4,10155
10226,3,10226
10234,3,10234
10271,4,10271
10278,4,10278
10313,4,10313
10325,4,10325
10327,4,10327
10329,4,10329
10330,4,10330
10351,4,10351
10352,4,10352
10353,4,10353
10354,4,10354
10355,4,10355
10356,4,10356
10357,4,10357
10358,4,10358
10359,4,10359
10360,4,10360
10361,3,10361
10363,3,10363
10364,3,10364
10365,3,10365
10366,3,10366
10368,3,10368
10369,3,10369
10371,3,10371
10373,4,10373
10374,4,10374
10375,4,10375
10376,4,10376
10377,4,10377
10378,4,10378
10380,4,10380
10381,4,10381
10382,4,10382
10383,4,10383
10384,4,10384
10385,4,10385
10386,3,10386
10388,3,10388
10389,3,10389
10391,3,10391
10392,3,10392
10405,4,10405
10408,3,10408
10409,4,10409
10410,3,10410
10411,3,10411
10412,3,10412
10413,3,10413
10414,4,10414
10415,4,10415
10416,3,10416
10420,4,10420
10421,4,10421
10422,4,10422
10423,4,10423
10424,4,10424
10425,4,10425
10432,4,10432
10434,4,10434
10435,4,10435
10440,3,10440
10441,3,10441
10442,3,10442
10443,3,10443
10444,3,10444
10445,3,10445
10447,3,10447
10448,3,10448
10450,3,10450
10451,3,10451
10452,3,10452
10454,3,10454
10456,3,10456
10460,3,10460
10463,3,10463
10465,3,10465
10468,4,10468
10469,4,10469
10473,3,10473
10475,4,10475
10476,4,10476
10477,4,10477
10479,4,10479
10480,4,10480
10481,4,10481
10483,4,10483
10485,4,10485
10486,3,10486
10488,3,10488
10489,3,10489
10490,3,10490
10491,3,10491
10492,3,10492
10493,3,10493
10494,3,10494
10495,3,10495
10496,3,10496
10501,4,10501
10503,4,10503
10507,3,10507
10508,3,10508
10509,3,10509
10510,3,10510
10511,3,10511
10566,4,10566
10568,4,10568
10569,4,10569
10570,4,10570
10574,3,10574
10575,3,10575
10581,4,10581
10582,4,10582
10583,4,10583
10584,4,10584
10587,4,10587
10588,4,10588
10589,4,10589
10590,4,10590
10591,4,10591
10592,4,10592
10593,4,10593
10594,4,10594
10595,4,10595
10596,3,10596
10597,3,10597
10598,3,10598
10599,3,10599
10600,3,10600
10601,3,10601
10602,3,10602
10603,3,10603
10604,3,10604
10605,3,10605
10606,3,10606
10607,3,10607
10608,3,10608
10609,4,10609
10612,4,10612
10614,4,10614
10615,4,10615
10616,4,10616
10617,4,10617
10618,4,10618
10619,4,10619
10620,4,10620
10621,4,10621
10622,4,10622
10626,4,10626
10627,4,10627
10628,4,10628
10629,4,10629
10630,4,10630
10634,4,10634
10636,4,10636
10637,3,10637
10638,3,10638
10639,3,10639
10640,3,10640
10641,3,10641
10642,3,10642
10643,3,10643
10645,3,10645
10646,3,10646
10647,3,10647
10648,3,10648
10649,3,10649
10650,3,10650
10651,3,10651
10652,3,10652
10653,3,10653
10654,3,10654
10655,3,10655
10656,4,10656
10657,4,10657
10658,3,10658
10659,4,10659
10665,3,10665
10689,4,10689
10690,4,10690
10691,4,10691
10692,4,10692
10725,4,10725
10726,4,10726
10727,4,10727
10728,4,10728
10729,4,10729
10742,3,10742
10743,4,10743
10755,3,10755
10756,3,10756
10761,3,10761
10762,3,10762
10788,3,10788
10789,3,10789
10790,3,10790
10793,3,10793
10795,3,10795
10796,3,10796
10797,3,10797
10848,4,10848
10849,4,10849
10850,4,10850
10851,4,10851
10852,4,10852
10853,4,10853
10854,4,10854
10856,4,10856
10857,4,10857
10858,3,10858
10860,4,10860
10861,4,10861
10862,3,10862
10863,3,10863
10887,3,10887
10890,3,10890
10891,4,10891
10892,4,10892
10893,3,10893
10894,3,10894
10895,4,10895
10896,4,10896
10897,4,10897
10898,4,10898
10899,4,10899
10900,3,10900
10901,4,10901
10902,3,10902
10903,4,10903
10923,3,10923
10927,3,10927
10928,3,10928
10929,4,10929
10930,4,10930
10931,4,10931
10932,3,10932
10933,3,10933
10934,4,10934
10935,4,10935
10936,4,10936
10937,4,10937
10975,3,10975
10982,4,10982
10983,4,10983
10984,4,10984
10985,4,10985
10986,4,10986
10987,4,10987
10988,4,10988
10989,4,10989
10990,4,10990
10991,4,10991
10992,4,10992
10993,4,10993
10994,4,10994
10995,4,10995
10996,3,10996
10997,3,10997
10998,3,10998
10999,3,10999
11000,3,11000
11001,3,11001
11002,3,11002
11003,3,11003
11004,3,11004
11005,3,11005
11006,3,11006
11007,3,11007
11008,3,11008
11009,3,11009
11018,4,11018
11021,4,11021
11165,4,11165
11166,3,11166
11167,3,11167
11168,3,11168
11169,4,11169
11170,4,11170
11173,4,11173
11174,4,11174
11177,4,11177
11181,3,11181
11183,3,11183
11184,3,11184
11185,4,11185
11186,4,11186
11195,3,11195
11198,3,11198
11222,4,11222
11223,4,11223
11224,3,11224
11225,3,11225
11231,4,11231
11236,4,11236
11237,4,11237
11238,4,11238
11239,4,11239
11240,4,11240
11244,3,11244
11245,3,11245
11246,3,11246
11256,3,11256
11268,4,11268
11269,4,11269
11270,4,11270
11271,4,11271
11272,4,11272
11273,4,11273
11274,4,11274
11275,4,11275
11276,4,11276
11277,4,11277
11278,4,11278
11279,4,11279
11280,4,11280
11281,4,11281
11282,4,11282
11283,4,11283
11284,4,11284
11285,4,11285
11286,4,11286
11287,4,11287
11288,4,11288
11289,4,11289
11290,4,11290
11291,4,11291
11292,4,11292
11293,4,11293
11294,3,11294
11295,3,11295
11296,3,11296
11297,3,11297
11298,3,11298
11299,3,11299
11300,3,11300
11301,3,11301
11302,3,11302
11303,3,11303
11304,3,11304
11305,3,11305
11306,3,11306
11307,3,11307
11308,3,11308
11309,3,11309
11310,3,11310
11311,4,11311
11312,4,11312
11313,4,11313
11314,3,11314
11315,4,11315
11317,3,11317
11318,3,11318
11319,3,11319
11320,4,11320
11322,4,11322
11346,3,11346
11347,3,11347
11351,3,11351
11353,4,11353
11355,4,11355
11357,4,11357
11358,4,11358
11360,4,11360
11361,4,11361
11362,4,11362
11363,4,11363
11364,4,11364
11365,4,11365
11366,4,11366
11373,4,11373
11375,4,11375
11376,4,11376
11377,4,11377
11378,4,11378
11379,4,11379
11380,4,11380
11387,4,11387
11388,4,11388
11389,4,11389
11390,4,11390
11391,4,11391
11392,4,11392
11396,4,11396
11399,4,11399
11401,3,11401
11402,3,11402
11403,3,11403
11404,3,11404
11405,3,11405
11406,3,11406
11407,3,11407
11408,3,11408
11409,3,11409
11410,3,11410
11411,3,11411
11412,3,11412
11413,3,11413
11414,3,11414
11415,3,11415
11416,3,11416
11417,3,11417
11418,3,11418
11419,3,11419
11420,3,11420
11421,3,11421
11422,3,11422
11423,3,11423
11424,3,11424
11438,3,11438
11439,3,11439
11440,3,11440
11441,3,11441
11442,3,11442
11443,3,11443
11444,3,11444
11445,3,11445
11446,3,11446
11447,4,11447
11459,4,11459
11460,4,11460
11461,4,11461
11462,3,11462
11463,4,11463
11464,4,11464
11466,4,11466
11467,4,11467
11468,4,11468
11469,4,11469
11470,4,11470
11471,4,11471
11472,4,11472
11473,4,11473
11474,4,11474
11476,4,11476
11477,3,11477
11478,3,11478
11479,3,11479
11480,3,11480
11481,3,11481
11482,3,11482
11483,3,11483
11484,3,11484
11485,3,11485
11486,3,11486
11487,3,11487
11488,3,11488
11489,3,11489
11490,3,11490
11492,4,11492
11493,4,11493
11494,4,11494
11495,4,11495
11496,3,11496
11499,4,11499
11500,4,11500
11501,4,11501
11502,3,11502
11528,4,11528
11529,4,11529
11530,4,11530
11531,4,11531
11532,3,11532
11533,3,11533
11536,4,11536
11537,4,11537
11538,4,11538
11539,4,11539
11540,4,11540
11541,4,11541
11542,4,11542
11543,4,11543
11545,4,11545
11546,4,11546
11547,4,11547
11548,4,11548
11550,4,11550
11551,4,11551
11552,4,11552
11554,4,11554
11555,3,11555
11556,3,11556
11557,3,11557
11558,3,11558
11560,3,11560
11581,3,11581
11588,3,11588
11589,3,11589
11598,3,11598
11599,3,11599
11600,4,11600
11601,4,11601
11602,4,11602
11607,3,11607
11608,3,11608
11609,3,11609
11610,3,11610
11611,3,11611
11612,3,11612
11613,3,11613
11614,3,11614
11615,3,11615
11616,3,11616
11618,3,11618
11619,3,11619
11620,3,11620
11621,3,11621
11622,3,11622
11623,3,11623
11625,3,11625
11626,3,11626
11627,3,11627
11628,3,11628
11629,3,11629
11630,3,11630
11631,3,11631
11632,3,11632
11633,3,11633
11634,3,11634
11635,3,11635
11636,3,11636
11637,3,11637
11638,3,11638
11639,3,11639
11640,3,11640
11641,3,11641
11642,3,11642
11643,3,11643
11644,3,11644
11645,3,11645
11646,4,11646
11647,3,11647
11648,4,11648
11654,4,11654
11695,3,11695
11699,4,11699
11700,4,11700
11701,3,11701
11702,3,11702
11705,4,11705
11717,4,11717
11722,4,11722
11723,4,11723
11724,4,11724
11725,4,11725
11726,4,11726
11728,3,11728
11730,3,11730
11737,4,11737
11738,4,11738
11740,4,11740
11741,4,11741
11743,4,11743
11744,4,11744
11745,4,11745
11746,4,11746
11747,4,11747
11748,4,11748
11749,3,11749
11750,3,11750
11752,4,11752
11753,4,11753
11755,4,11755
11760,4,11760
11767,4,11767
11768,4,11768
11771,3,11771
11772,3,11772
11773,3,11773
11774,3,11774
11783,3,11783
11784,3,11784
11786,4,11786
11789,3,11789
11790,3,11790
11791,3,11791
11792,3,11792
11793,4,11793
11794,3,11794
11795,3,11795
11796,3,11796
11798,4,11798
11799,4,11799
11800,4,11800
11801,4,11801
11802,4,11802
11803,4,11803
11804,4,11804
